,road,abbrevs
81,US 70,"us 70,us-70,us70,u.s. 70,u.s.-70,u.s.70,us route 70,us route-70,us route70,u.s. route 70,u.s. route-70,u.s. route70,us rte 70,us rte-70,us rte70,u.s. rte 70,u.s. rte-70,u.s. rte70,us-route 70,us-route-70,us-route70,u.s.-route 70,u.s.-route-70,u.s.-route70,us-rte 70,us-rte-70,us-rte70,u.s.-rte 70,u.s.-rte-70,u.s.-rte70"
82,US 71,"us 71,us-71,us71,u.s. 71,u.s.-71,u.s.71,us route 71,us route-71,us route71,u.s. route 71,u.s. route-71,u.s. route71,us rte 71,us rte-71,us rte71,u.s. rte 71,u.s. rte-71,u.s. rte71,us-route 71,us-route-71,us-route71,u.s.-route 71,u.s.-route-71,u.s.-route71,us-rte 71,us-rte-71,us-rte71,u.s.-rte 71,u.s.-rte-71,u.s.-rte71"
83,US 72,"us 72,us-72,us72,u.s. 72,u.s.-72,u.s.72,us route 72,us route-72,us route72,u.s. route 72,u.s. route-72,u.s. route72,us rte 72,us rte-72,us rte72,u.s. rte 72,u.s. rte-72,u.s. rte72,us-route 72,us-route-72,us-route72,u.s.-route 72,u.s.-route-72,u.s.-route72,us-rte 72,us-rte-72,us-rte72,u.s.-rte 72,u.s.-rte-72,u.s.-rte72"
84,US 73,"us 73,us-73,us73,u.s. 73,u.s.-73,u.s.73,us route 73,us route-73,us route73,u.s. route 73,u.s. route-73,u.s. route73,us rte 73,us rte-73,us rte73,u.s. rte 73,u.s. rte-73,u.s. rte73,us-route 73,us-route-73,us-route73,u.s.-route 73,u.s.-route-73,u.s.-route73,us-rte 73,us-rte-73,us-rte73,u.s.-rte 73,u.s.-rte-73,u.s.-rte73"
85,US 74,"us 74,us-74,us74,u.s. 74,u.s.-74,u.s.74,us route 74,us route-74,us route74,u.s. route 74,u.s. route-74,u.s. route74,us rte 74,us rte-74,us rte74,u.s. rte 74,u.s. rte-74,u.s. rte74,us-route 74,us-route-74,us-route74,u.s.-route 74,u.s.-route-74,u.s.-route74,us-rte 74,us-rte-74,us-rte74,u.s.-rte 74,u.s.-rte-74,u.s.-rte74"
86,US 75,"us 75,us-75,us75,u.s. 75,u.s.-75,u.s.75,us route 75,us route-75,us route75,u.s. route 75,u.s. route-75,u.s. route75,us rte 75,us rte-75,us rte75,u.s. rte 75,u.s. rte-75,u.s. rte75,us-route 75,us-route-75,us-route75,u.s.-route 75,u.s.-route-75,u.s.-route75,us-rte 75,us-rte-75,us-rte75,u.s.-rte 75,u.s.-rte-75,u.s.-rte75"
87,US 76,"us 76,us-76,us76,u.s. 76,u.s.-76,u.s.76,us route 76,us route-76,us route76,u.s. route 76,u.s. route-76,u.s. route76,us rte 76,us rte-76,us rte76,u.s. rte 76,u.s. rte-76,u.s. rte76,us-route 76,us-route-76,us-route76,u.s.-route 76,u.s.-route-76,u.s.-route76,us-rte 76,us-rte-76,us-rte76,u.s.-rte 76,u.s.-rte-76,u.s.-rte76"
88,US 77,"us 77,us-77,us77,u.s. 77,u.s.-77,u.s.77,us route 77,us route-77,us route77,u.s. route 77,u.s. route-77,u.s. route77,us rte 77,us rte-77,us rte77,u.s. rte 77,u.s. rte-77,u.s. rte77,us-route 77,us-route-77,us-route77,u.s.-route 77,u.s.-route-77,u.s.-route77,us-rte 77,us-rte-77,us-rte77,u.s.-rte 77,u.s.-rte-77,u.s.-rte77"
89,US 78,"us 78,us-78,us78,u.s. 78,u.s.-78,u.s.78,us route 78,us route-78,us route78,u.s. route 78,u.s. route-78,u.s. route78,us rte 78,us rte-78,us rte78,u.s. rte 78,u.s. rte-78,u.s. rte78,us-route 78,us-route-78,us-route78,u.s.-route 78,u.s.-route-78,u.s.-route78,us-rte 78,us-rte-78,us-rte78,u.s.-rte 78,u.s.-rte-78,u.s.-rte78"
90,US 79,"us 79,us-79,us79,u.s. 79,u.s.-79,u.s.79,us route 79,us route-79,us route79,u.s. route 79,u.s. route-79,u.s. route79,us rte 79,us rte-79,us rte79,u.s. rte 79,u.s. rte-79,u.s. rte79,us-route 79,us-route-79,us-route79,u.s.-route 79,u.s.-route-79,u.s.-route79,us-rte 79,us-rte-79,us-rte79,u.s.-rte 79,u.s.-rte-79,u.s.-rte79"
91,US 80,"us 80,us-80,us80,u.s. 80,u.s.-80,u.s.80,us route 80,us route-80,us route80,u.s. route 80,u.s. route-80,u.s. route80,us rte 80,us rte-80,us rte80,u.s. rte 80,u.s. rte-80,u.s. rte80,us-route 80,us-route-80,us-route80,u.s.-route 80,u.s.-route-80,u.s.-route80,us-rte 80,us-rte-80,us-rte80,u.s.-rte 80,u.s.-rte-80,u.s.-rte80"
92,US 81,"us 81,us-81,us81,u.s. 81,u.s.-81,u.s.81,us route 81,us route-81,us route81,u.s. route 81,u.s. route-81,u.s. route81,us rte 81,us rte-81,us rte81,u.s. rte 81,u.s. rte-81,u.s. rte81,us-route 81,us-route-81,us-route81,u.s.-route 81,u.s.-route-81,u.s.-route81,us-rte 81,us-rte-81,us-rte81,u.s.-rte 81,u.s.-rte-81,u.s.-rte81"
93,US 82,"us 82,us-82,us82,u.s. 82,u.s.-82,u.s.82,us route 82,us route-82,us route82,u.s. route 82,u.s. route-82,u.s. route82,us rte 82,us rte-82,us rte82,u.s. rte 82,u.s. rte-82,u.s. rte82,us-route 82,us-route-82,us-route82,u.s.-route 82,u.s.-route-82,u.s.-route82,us-rte 82,us-rte-82,us-rte82,u.s.-rte 82,u.s.-rte-82,u.s.-rte82"
94,US 83,"us 83,us-83,us83,u.s. 83,u.s.-83,u.s.83,us route 83,us route-83,us route83,u.s. route 83,u.s. route-83,u.s. route83,us rte 83,us rte-83,us rte83,u.s. rte 83,u.s. rte-83,u.s. rte83,us-route 83,us-route-83,us-route83,u.s.-route 83,u.s.-route-83,u.s.-route83,us-rte 83,us-rte-83,us-rte83,u.s.-rte 83,u.s.-rte-83,u.s.-rte83"
95,US 84,"us 84,us-84,us84,u.s. 84,u.s.-84,u.s.84,us route 84,us route-84,us route84,u.s. route 84,u.s. route-84,u.s. route84,us rte 84,us rte-84,us rte84,u.s. rte 84,u.s. rte-84,u.s. rte84,us-route 84,us-route-84,us-route84,u.s.-route 84,u.s.-route-84,u.s.-route84,us-rte 84,us-rte-84,us-rte84,u.s.-rte 84,u.s.-rte-84,u.s.-rte84"
96,US 85,"us 85,us-85,us85,u.s. 85,u.s.-85,u.s.85,us route 85,us route-85,us route85,u.s. route 85,u.s. route-85,u.s. route85,us rte 85,us rte-85,us rte85,u.s. rte 85,u.s. rte-85,u.s. rte85,us-route 85,us-route-85,us-route85,u.s.-route 85,u.s.-route-85,u.s.-route85,us-rte 85,us-rte-85,us-rte85,u.s.-rte 85,u.s.-rte-85,u.s.-rte85"
97,US 87,"us 87,us-87,us87,u.s. 87,u.s.-87,u.s.87,us route 87,us route-87,us route87,u.s. route 87,u.s. route-87,u.s. route87,us rte 87,us rte-87,us rte87,u.s. rte 87,u.s. rte-87,u.s. rte87,us-route 87,us-route-87,us-route87,u.s.-route 87,u.s.-route-87,u.s.-route87,us-rte 87,us-rte-87,us-rte87,u.s.-rte 87,u.s.-rte-87,u.s.-rte87"
98,US 89,"us 89,us-89,us89,u.s. 89,u.s.-89,u.s.89,us route 89,us route-89,us route89,u.s. route 89,u.s. route-89,u.s. route89,us rte 89,us rte-89,us rte89,u.s. rte 89,u.s. rte-89,u.s. rte89,us-route 89,us-route-89,us-route89,u.s.-route 89,u.s.-route-89,u.s.-route89,us-rte 89,us-rte-89,us-rte89,u.s.-rte 89,u.s.-rte-89,u.s.-rte89"
99,US 90,"us 90,us-90,us90,u.s. 90,u.s.-90,u.s.90,us route 90,us route-90,us route90,u.s. route 90,u.s. route-90,u.s. route90,us rte 90,us rte-90,us rte90,u.s. rte 90,u.s. rte-90,u.s. rte90,us-route 90,us-route-90,us-route90,u.s.-route 90,u.s.-route-90,u.s.-route90,us-rte 90,us-rte-90,us-rte90,u.s.-rte 90,u.s.-rte-90,u.s.-rte90"
100,US 91,"us 91,us-91,us91,u.s. 91,u.s.-91,u.s.91,us route 91,us route-91,us route91,u.s. route 91,u.s. route-91,u.s. route91,us rte 91,us rte-91,us rte91,u.s. rte 91,u.s. rte-91,u.s. rte91,us-route 91,us-route-91,us-route91,u.s.-route 91,u.s.-route-91,u.s.-route91,us-rte 91,us-rte-91,us-rte91,u.s.-rte 91,u.s.-rte-91,u.s.-rte91"
101,US 92,"us 92,us-92,us92,u.s. 92,u.s.-92,u.s.92,us route 92,us route-92,us route92,u.s. route 92,u.s. route-92,u.s. route92,us rte 92,us rte-92,us rte92,u.s. rte 92,u.s. rte-92,u.s. rte92,us-route 92,us-route-92,us-route92,u.s.-route 92,u.s.-route-92,u.s.-route92,us-rte 92,us-rte-92,us-rte92,u.s.-rte 92,u.s.-rte-92,u.s.-rte92"
102,US 93,"us 93,us-93,us93,u.s. 93,u.s.-93,u.s.93,us route 93,us route-93,us route93,u.s. route 93,u.s. route-93,u.s. route93,us rte 93,us rte-93,us rte93,u.s. rte 93,u.s. rte-93,u.s. rte93,us-route 93,us-route-93,us-route93,u.s.-route 93,u.s.-route-93,u.s.-route93,us-rte 93,us-rte-93,us-rte93,u.s.-rte 93,u.s.-rte-93,u.s.-rte93"
103,US 95,"us 95,us-95,us95,u.s. 95,u.s.-95,u.s.95,us route 95,us route-95,us route95,u.s. route 95,u.s. route-95,u.s. route95,us rte 95,us rte-95,us rte95,u.s. rte 95,u.s. rte-95,u.s. rte95,us-route 95,us-route-95,us-route95,u.s.-route 95,u.s.-route-95,u.s.-route95,us-rte 95,us-rte-95,us-rte95,u.s.-rte 95,u.s.-rte-95,u.s.-rte95"
104,US 96,"us 96,us-96,us96,u.s. 96,u.s.-96,u.s.96,us route 96,us route-96,us route96,u.s. route 96,u.s. route-96,u.s. route96,us rte 96,us rte-96,us rte96,u.s. rte 96,u.s. rte-96,u.s. rte96,us-route 96,us-route-96,us-route96,u.s.-route 96,u.s.-route-96,u.s.-route96,us-rte 96,us-rte-96,us-rte96,u.s.-rte 96,u.s.-rte-96,u.s.-rte96"
105,US 97,"us 97,us-97,us97,u.s. 97,u.s.-97,u.s.97,us route 97,us route-97,us route97,u.s. route 97,u.s. route-97,u.s. route97,us rte 97,us rte-97,us rte97,u.s. rte 97,u.s. rte-97,u.s. rte97,us-route 97,us-route-97,us-route97,u.s.-route 97,u.s.-route-97,u.s.-route97,us-rte 97,us-rte-97,us-rte97,u.s.-rte 97,u.s.-rte-97,u.s.-rte97"
106,US 98,"us 98,us-98,us98,u.s. 98,u.s.-98,u.s.98,us route 98,us route-98,us route98,u.s. route 98,u.s. route-98,u.s. route98,us rte 98,us rte-98,us rte98,u.s. rte 98,u.s. rte-98,u.s. rte98,us-route 98,us-route-98,us-route98,u.s.-route 98,u.s.-route-98,u.s.-route98,us-rte 98,us-rte-98,us-rte98,u.s.-rte 98,u.s.-rte-98,u.s.-rte98"
107,US 101,"us 101,us-101,us101,u.s. 101,u.s.-101,u.s.101,us route 101,us route-101,us route101,u.s. route 101,u.s. route-101,u.s. route101,us rte 101,us rte-101,us rte101,u.s. rte 101,u.s. rte-101,u.s. rte101,us-route 101,us-route-101,us-route101,u.s.-route 101,u.s.-route-101,u.s.-route101,us-rte 101,us-rte-101,us-rte101,u.s.-rte 101,u.s.-rte-101,u.s.-rte101"
108,US 113,"us 113,us-113,us113,u.s. 113,u.s.-113,u.s.113,us route 113,us route-113,us route113,u.s. route 113,u.s. route-113,u.s. route113,us rte 113,us rte-113,us rte113,u.s. rte 113,u.s. rte-113,u.s. rte113,us-route 113,us-route-113,us-route113,u.s.-route 113,u.s.-route-113,u.s.-route113,us-rte 113,us-rte-113,us-rte113,u.s.-rte 113,u.s.-rte-113,u.s.-rte113"
109,US 117,"us 117,us-117,us117,u.s. 117,u.s.-117,u.s.117,us route 117,us route-117,us route117,u.s. route 117,u.s. route-117,u.s. route117,us rte 117,us rte-117,us rte117,u.s. rte 117,u.s. rte-117,u.s. rte117,us-route 117,us-route-117,us-route117,u.s.-route 117,u.s.-route-117,u.s.-route117,us-rte 117,us-rte-117,us-rte117,u.s.-rte 117,u.s.-rte-117,u.s.-rte117"
110,US 119,"us 119,us-119,us119,u.s. 119,u.s.-119,u.s.119,us route 119,us route-119,us route119,u.s. route 119,u.s. route-119,u.s. route119,us rte 119,us rte-119,us rte119,u.s. rte 119,u.s. rte-119,u.s. rte119,us-route 119,us-route-119,us-route119,u.s.-route 119,u.s.-route-119,u.s.-route119,us-rte 119,us-rte-119,us-rte119,u.s.-rte 119,u.s.-rte-119,u.s.-rte119"
111,US 123,"us 123,us-123,us123,u.s. 123,u.s.-123,u.s.123,us route 123,us route-123,us route123,u.s. route 123,u.s. route-123,u.s. route123,us rte 123,us rte-123,us rte123,u.s. rte 123,u.s. rte-123,u.s. rte123,us-route 123,us-route-123,us-route123,u.s.-route 123,u.s.-route-123,u.s.-route123,us-rte 123,us-rte-123,us-rte123,u.s.-rte 123,u.s.-rte-123,u.s.-rte123"
112,US 127,"us 127,us-127,us127,u.s. 127,u.s.-127,u.s.127,us route 127,us route-127,us route127,u.s. route 127,u.s. route-127,u.s. route127,us rte 127,us rte-127,us rte127,u.s. rte 127,u.s. rte-127,u.s. rte127,us-route 127,us-route-127,us-route127,u.s.-route 127,u.s.-route-127,u.s.-route127,us-rte 127,us-rte-127,us-rte127,u.s.-rte 127,u.s.-rte-127,u.s.-rte127"
113,US 129,"us 129,us-129,us129,u.s. 129,u.s.-129,u.s.129,us route 129,us route-129,us route129,u.s. route 129,u.s. route-129,u.s. route129,us rte 129,us rte-129,us rte129,u.s. rte 129,u.s. rte-129,u.s. rte129,us-route 129,us-route-129,us-route129,u.s.-route 129,u.s.-route-129,u.s.-route129,us-rte 129,us-rte-129,us-rte129,u.s.-rte 129,u.s.-rte-129,u.s.-rte129"
114,US 130,"us 130,us-130,us130,u.s. 130,u.s.-130,u.s.130,us route 130,us route-130,us route130,u.s. route 130,u.s. route-130,u.s. route130,us rte 130,us rte-130,us rte130,u.s. rte 130,u.s. rte-130,u.s. rte130,us-route 130,us-route-130,us-route130,u.s.-route 130,u.s.-route-130,u.s.-route130,us-rte 130,us-rte-130,us-rte130,u.s.-rte 130,u.s.-rte-130,u.s.-rte130"
115,US 131,"us 131,us-131,us131,u.s. 131,u.s.-131,u.s.131,us route 131,us route-131,us route131,u.s. route 131,u.s. route-131,u.s. route131,us rte 131,us rte-131,us rte131,u.s. rte 131,u.s. rte-131,u.s. rte131,us-route 131,us-route-131,us-route131,u.s.-route 131,u.s.-route-131,u.s.-route131,us-rte 131,us-rte-131,us-rte131,u.s.-rte 131,u.s.-rte-131,u.s.-rte131"
116,US 136,"us 136,us-136,us136,u.s. 136,u.s.-136,u.s.136,us route 136,us route-136,us route136,u.s. route 136,u.s. route-136,u.s. route136,us rte 136,us rte-136,us rte136,u.s. rte 136,u.s. rte-136,u.s. rte136,us-route 136,us-route-136,us-route136,u.s.-route 136,u.s.-route-136,u.s.-route136,us-rte 136,us-rte-136,us-rte136,u.s.-rte 136,u.s.-rte-136,u.s.-rte136"
117,US 138,"us 138,us-138,us138,u.s. 138,u.s.-138,u.s.138,us route 138,us route-138,us route138,u.s. route 138,u.s. route-138,u.s. route138,us rte 138,us rte-138,us rte138,u.s. rte 138,u.s. rte-138,u.s. rte138,us-route 138,us-route-138,us-route138,u.s.-route 138,u.s.-route-138,u.s.-route138,us-rte 138,us-rte-138,us-rte138,u.s.-rte 138,u.s.-rte-138,u.s.-rte138"
118,US 141,"us 141,us-141,us141,u.s. 141,u.s.-141,u.s.141,us route 141,us route-141,us route141,u.s. route 141,u.s. route-141,u.s. route141,us rte 141,us rte-141,us rte141,u.s. rte 141,u.s. rte-141,u.s. rte141,us-route 141,us-route-141,us-route141,u.s.-route 141,u.s.-route-141,u.s.-route141,us-rte 141,us-rte-141,us-rte141,u.s.-rte 141,u.s.-rte-141,u.s.-rte141"
119,US 150,"us 150,us-150,us150,u.s. 150,u.s.-150,u.s.150,us route 150,us route-150,us route150,u.s. route 150,u.s. route-150,u.s. route150,us rte 150,us rte-150,us rte150,u.s. rte 150,u.s. rte-150,u.s. rte150,us-route 150,us-route-150,us-route150,u.s.-route 150,u.s.-route-150,u.s.-route150,us-rte 150,us-rte-150,us-rte150,u.s.-rte 150,u.s.-rte-150,u.s.-rte150"
120,US 151,"us 151,us-151,us151,u.s. 151,u.s.-151,u.s.151,us route 151,us route-151,us route151,u.s. route 151,u.s. route-151,u.s. route151,us rte 151,us rte-151,us rte151,u.s. rte 151,u.s. rte-151,u.s. rte151,us-route 151,us-route-151,us-route151,u.s.-route 151,u.s.-route-151,u.s.-route151,us-rte 151,us-rte-151,us-rte151,u.s.-rte 151,u.s.-rte-151,u.s.-rte151"
121,US 158,"us 158,us-158,us158,u.s. 158,u.s.-158,u.s.158,us route 158,us route-158,us route158,u.s. route 158,u.s. route-158,u.s. route158,us rte 158,us rte-158,us rte158,u.s. rte 158,u.s. rte-158,u.s. rte158,us-route 158,us-route-158,us-route158,u.s.-route 158,u.s.-route-158,u.s.-route158,us-rte 158,us-rte-158,us-rte158,u.s.-rte 158,u.s.-rte-158,u.s.-rte158"
122,US 159,"us 159,us-159,us159,u.s. 159,u.s.-159,u.s.159,us route 159,us route-159,us route159,u.s. route 159,u.s. route-159,u.s. route159,us rte 159,us rte-159,us rte159,u.s. rte 159,u.s. rte-159,u.s. rte159,us-route 159,us-route-159,us-route159,u.s.-route 159,u.s.-route-159,u.s.-route159,us-rte 159,us-rte-159,us-rte159,u.s.-rte 159,u.s.-rte-159,u.s.-rte159"
123,US 160,"us 160,us-160,us160,u.s. 160,u.s.-160,u.s.160,us route 160,us route-160,us route160,u.s. route 160,u.s. route-160,u.s. route160,us rte 160,us rte-160,us rte160,u.s. rte 160,u.s. rte-160,u.s. rte160,us-route 160,us-route-160,us-route160,u.s.-route 160,u.s.-route-160,u.s.-route160,us-rte 160,us-rte-160,us-rte160,u.s.-rte 160,u.s.-rte-160,u.s.-rte160"
124,US 163,"us 163,us-163,us163,u.s. 163,u.s.-163,u.s.163,us route 163,us route-163,us route163,u.s. route 163,u.s. route-163,u.s. route163,us rte 163,us rte-163,us rte163,u.s. rte 163,u.s. rte-163,u.s. rte163,us-route 163,us-route-163,us-route163,u.s.-route 163,u.s.-route-163,u.s.-route163,us-rte 163,us-rte-163,us-rte163,u.s.-rte 163,u.s.-rte-163,u.s.-rte163"
125,US 165,"us 165,us-165,us165,u.s. 165,u.s.-165,u.s.165,us route 165,us route-165,us route165,u.s. route 165,u.s. route-165,u.s. route165,us rte 165,us rte-165,us rte165,u.s. rte 165,u.s. rte-165,u.s. rte165,us-route 165,us-route-165,us-route165,u.s.-route 165,u.s.-route-165,u.s.-route165,us-rte 165,us-rte-165,us-rte165,u.s.-rte 165,u.s.-rte-165,u.s.-rte165"
126,US 166,"us 166,us-166,us166,u.s. 166,u.s.-166,u.s.166,us route 166,us route-166,us route166,u.s. route 166,u.s. route-166,u.s. route166,us rte 166,us rte-166,us rte166,u.s. rte 166,u.s. rte-166,u.s. rte166,us-route 166,us-route-166,us-route166,u.s.-route 166,u.s.-route-166,u.s.-route166,us-rte 166,us-rte-166,us-rte166,u.s.-rte 166,u.s.-rte-166,u.s.-rte166"
127,US 167,"us 167,us-167,us167,u.s. 167,u.s.-167,u.s.167,us route 167,us route-167,us route167,u.s. route 167,u.s. route-167,u.s. route167,us rte 167,us rte-167,us rte167,u.s. rte 167,u.s. rte-167,u.s. rte167,us-route 167,us-route-167,us-route167,u.s.-route 167,u.s.-route-167,u.s.-route167,us-rte 167,us-rte-167,us-rte167,u.s.-rte 167,u.s.-rte-167,u.s.-rte167"
128,US 169,"us 169,us-169,us169,u.s. 169,u.s.-169,u.s.169,us route 169,us route-169,us route169,u.s. route 169,u.s. route-169,u.s. route169,us rte 169,us rte-169,us rte169,u.s. rte 169,u.s. rte-169,u.s. rte169,us-route 169,us-route-169,us-route169,u.s.-route 169,u.s.-route-169,u.s.-route169,us-rte 169,us-rte-169,us-rte169,u.s.-rte 169,u.s.-rte-169,u.s.-rte169"
129,US 171,"us 171,us-171,us171,u.s. 171,u.s.-171,u.s.171,us route 171,us route-171,us route171,u.s. route 171,u.s. route-171,u.s. route171,us rte 171,us rte-171,us rte171,u.s. rte 171,u.s. rte-171,u.s. rte171,us-route 171,us-route-171,us-route171,u.s.-route 171,u.s.-route-171,u.s.-route171,us-rte 171,us-rte-171,us-rte171,u.s.-rte 171,u.s.-rte-171,u.s.-rte171"
130,US 175,"us 175,us-175,us175,u.s. 175,u.s.-175,u.s.175,us route 175,us route-175,us route175,u.s. route 175,u.s. route-175,u.s. route175,us rte 175,us rte-175,us rte175,u.s. rte 175,u.s. rte-175,u.s. rte175,us-route 175,us-route-175,us-route175,u.s.-route 175,u.s.-route-175,u.s.-route175,us-rte 175,us-rte-175,us-rte175,u.s.-rte 175,u.s.-rte-175,u.s.-rte175"
131,US 176,"us 176,us-176,us176,u.s. 176,u.s.-176,u.s.176,us route 176,us route-176,us route176,u.s. route 176,u.s. route-176,u.s. route176,us rte 176,us rte-176,us rte176,u.s. rte 176,u.s. rte-176,u.s. rte176,us-route 176,us-route-176,us-route176,u.s.-route 176,u.s.-route-176,u.s.-route176,us-rte 176,us-rte-176,us-rte176,u.s.-rte 176,u.s.-rte-176,u.s.-rte176"
132,US 177,"us 177,us-177,us177,u.s. 177,u.s.-177,u.s.177,us route 177,us route-177,us route177,u.s. route 177,u.s. route-177,u.s. route177,us rte 177,us rte-177,us rte177,u.s. rte 177,u.s. rte-177,u.s. rte177,us-route 177,us-route-177,us-route177,u.s.-route 177,u.s.-route-177,u.s.-route177,us-rte 177,us-rte-177,us-rte177,u.s.-rte 177,u.s.-rte-177,u.s.-rte177"
133,US 178,"us 178,us-178,us178,u.s. 178,u.s.-178,u.s.178,us route 178,us route-178,us route178,u.s. route 178,u.s. route-178,u.s. route178,us rte 178,us rte-178,us rte178,u.s. rte 178,u.s. rte-178,u.s. rte178,us-route 178,us-route-178,us-route178,u.s.-route 178,u.s.-route-178,u.s.-route178,us-rte 178,us-rte-178,us-rte178,u.s.-rte 178,u.s.-rte-178,u.s.-rte178"
134,US 180,"us 180,us-180,us180,u.s. 180,u.s.-180,u.s.180,us route 180,us route-180,us route180,u.s. route 180,u.s. route-180,u.s. route180,us rte 180,us rte-180,us rte180,u.s. rte 180,u.s. rte-180,u.s. rte180,us-route 180,us-route-180,us-route180,u.s.-route 180,u.s.-route-180,u.s.-route180,us-rte 180,us-rte-180,us-rte180,u.s.-rte 180,u.s.-rte-180,u.s.-rte180"
135,US 181,"us 181,us-181,us181,u.s. 181,u.s.-181,u.s.181,us route 181,us route-181,us route181,u.s. route 181,u.s. route-181,u.s. route181,us rte 181,us rte-181,us rte181,u.s. rte 181,u.s. rte-181,u.s. rte181,us-route 181,us-route-181,us-route181,u.s.-route 181,u.s.-route-181,u.s.-route181,us-rte 181,us-rte-181,us-rte181,u.s.-rte 181,u.s.-rte-181,u.s.-rte181"
136,US 183,"us 183,us-183,us183,u.s. 183,u.s.-183,u.s.183,us route 183,us route-183,us route183,u.s. route 183,u.s. route-183,u.s. route183,us rte 183,us rte-183,us rte183,u.s. rte 183,u.s. rte-183,u.s. rte183,us-route 183,us-route-183,us-route183,u.s.-route 183,u.s.-route-183,u.s.-route183,us-rte 183,us-rte-183,us-rte183,u.s.-rte 183,u.s.-rte-183,u.s.-rte183"
137,US 189,"us 189,us-189,us189,u.s. 189,u.s.-189,u.s.189,us route 189,us route-189,us route189,u.s. route 189,u.s. route-189,u.s. route189,us rte 189,us rte-189,us rte189,u.s. rte 189,u.s. rte-189,u.s. rte189,us-route 189,us-route-189,us-route189,u.s.-route 189,u.s.-route-189,u.s.-route189,us-rte 189,us-rte-189,us-rte189,u.s.-rte 189,u.s.-rte-189,u.s.-rte189"
138,US 190,"us 190,us-190,us190,u.s. 190,u.s.-190,u.s.190,us route 190,us route-190,us route190,u.s. route 190,u.s. route-190,u.s. route190,us rte 190,us rte-190,us rte190,u.s. rte 190,u.s. rte-190,u.s. rte190,us-route 190,us-route-190,us-route190,u.s.-route 190,u.s.-route-190,u.s.-route190,us-rte 190,us-rte-190,us-rte190,u.s.-rte 190,u.s.-rte-190,u.s.-rte190"
139,US 191,"us 191,us-191,us191,u.s. 191,u.s.-191,u.s.191,us route 191,us route-191,us route191,u.s. route 191,u.s. route-191,u.s. route191,us rte 191,us rte-191,us rte191,u.s. rte 191,u.s. rte-191,u.s. rte191,us-route 191,us-route-191,us-route191,u.s.-route 191,u.s.-route-191,u.s.-route191,us-rte 191,us-rte-191,us-rte191,u.s.-rte 191,u.s.-rte-191,u.s.-rte191"
140,US 192,"us 192,us-192,us192,u.s. 192,u.s.-192,u.s.192,us route 192,us route-192,us route192,u.s. route 192,u.s. route-192,u.s. route192,us rte 192,us rte-192,us rte192,u.s. rte 192,u.s. rte-192,u.s. rte192,us-route 192,us-route-192,us-route192,u.s.-route 192,u.s.-route-192,u.s.-route192,us-rte 192,us-rte-192,us-rte192,u.s.-rte 192,u.s.-rte-192,u.s.-rte192"
141,US 195,"us 195,us-195,us195,u.s. 195,u.s.-195,u.s.195,us route 195,us route-195,us route195,u.s. route 195,u.s. route-195,u.s. route195,us rte 195,us rte-195,us rte195,u.s. rte 195,u.s. rte-195,u.s. rte195,us-route 195,us-route-195,us-route195,u.s.-route 195,u.s.-route-195,u.s.-route195,us-rte 195,us-rte-195,us-rte195,u.s.-rte 195,u.s.-rte-195,u.s.-rte195"
142,US 197,"us 197,us-197,us197,u.s. 197,u.s.-197,u.s.197,us route 197,us route-197,us route197,u.s. route 197,u.s. route-197,u.s. route197,us rte 197,us rte-197,us rte197,u.s. rte 197,u.s. rte-197,u.s. rte197,us-route 197,us-route-197,us-route197,u.s.-route 197,u.s.-route-197,u.s.-route197,us-rte 197,us-rte-197,us-rte197,u.s.-rte 197,u.s.-rte-197,u.s.-rte197"
143,US 199,"us 199,us-199,us199,u.s. 199,u.s.-199,u.s.199,us route 199,us route-199,us route199,u.s. route 199,u.s. route-199,u.s. route199,us rte 199,us rte-199,us rte199,u.s. rte 199,u.s. rte-199,u.s. rte199,us-route 199,us-route-199,us-route199,u.s.-route 199,u.s.-route-199,u.s.-route199,us-rte 199,us-rte-199,us-rte199,u.s.-rte 199,u.s.-rte-199,u.s.-rte199"
144,US 201,"us 201,us-201,us201,u.s. 201,u.s.-201,u.s.201,us route 201,us route-201,us route201,u.s. route 201,u.s. route-201,u.s. route201,us rte 201,us rte-201,us rte201,u.s. rte 201,u.s. rte-201,u.s. rte201,us-route 201,us-route-201,us-route201,u.s.-route 201,u.s.-route-201,u.s.-route201,us-rte 201,us-rte-201,us-rte201,u.s.-rte 201,u.s.-rte-201,u.s.-rte201"
145,US 202,"us 202,us-202,us202,u.s. 202,u.s.-202,u.s.202,us route 202,us route-202,us route202,u.s. route 202,u.s. route-202,u.s. route202,us rte 202,us rte-202,us rte202,u.s. rte 202,u.s. rte-202,u.s. rte202,us-route 202,us-route-202,us-route202,u.s.-route 202,u.s.-route-202,u.s.-route202,us-rte 202,us-rte-202,us-rte202,u.s.-rte 202,u.s.-rte-202,u.s.-rte202"
146,US 206,"us 206,us-206,us206,u.s. 206,u.s.-206,u.s.206,us route 206,us route-206,us route206,u.s. route 206,u.s. route-206,u.s. route206,us rte 206,us rte-206,us rte206,u.s. rte 206,u.s. rte-206,u.s. rte206,us-route 206,us-route-206,us-route206,u.s.-route 206,u.s.-route-206,u.s.-route206,us-rte 206,us-rte-206,us-rte206,u.s.-rte 206,u.s.-rte-206,u.s.-rte206"
